chrom,systematic name,common name,Simple Type,Half-Life           (in minutes),Description
chr2,YBR271W,YBR271W,CDS,9,Putative S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YBR271W is not as essential gene
chr10,YJR072C,NPA3,CDS,9,"Essential, conserved, cytoplasmic ATPase  phosphorylated by the Pcl1p-Pho85p kinase complex"
chr13,YMR217W,GUA1,CDS,9,"GMP synthase, an enzyme that catalyzes the second step in the biosynthesis of GMP from inosine 5'-phosphate (IMP)  transcription is not subject to regulation by guanine but is negatively regulated by nutrient starvation"
chr9,YIL091C,YIL091C,CDS,9,Nucleolar protein of unknown function  proposed to function as an RNA helicase based on structure prediction and remote homology searches  essential for viability
chr6,YFL002C,SPB4,CDS,9,"Putative ATP-dependent RNA helicase, nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway  sediments with 66S pre-ribosomes in sucrose gradients"
chr10,YJR097W,JJJ3,CDS,9,"Protein of unknown function, contains a J-domain, which is a region with homology to the E. coli DnaJ protein"
chr3,YCL054W,SPB1,CDS,9,"AdoMet-dependent methyltransferase involved in rRNA processing and 60S ribosomal subunit maturation  methylates G2922 in the tRNA docking site of the large subunit rRNA and in the absence of snR52, U2921  suppressor of PAB1 mutants"
chr16,YPL217C,BMS1,CDS,9,"Essential conserved nucleolar GTP-binding protein required for synthesis of 40S ribosomal subunits and for processing of the 35S pre-rRNA at sites A0, A1, and A2  interacts with Rcl1p, has similarity to Tsr1p"
chr8,YHR196W,UTP9,CDS,9,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
chr11,YKL009W,MRT4,CDS,9,"Protein involved in mRNA turnover and ribosome assembly, localizes to the nucleolus"
chr15,YOR021C,YOR021C,CDS,10,Putative protein of unknown function  YOR021C is not an essential gene
chr12,YLR197W,SIK1,CDS,10,Essential evolutionarily-conserved nucleolar protein component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation  overexpression causes spindle orientation defects
chr11,YKL068W-A,YKL068W-A,CDS,10,Putative protein of unknown function  identified by homology to Ashbya gossypii
chr8,YHR089C,GAR1,CDS,10,"Protein component of the H/ACA snoRNP pseudouridylase complex, involved in the modification and cleavage of the 18S pre-rRNA"
chr10,YJL011C,RPC17,CDS,10,"RNA polymerase III subunit C17  physically interacts with C31, C11, and TFIIIB70  may be involved in the recruitment of pol III by the preinitiation complex"
chr7,YGL162W,SUT1,CDS,10,Transcription factor of the Zn[II]2Cys6 family involved in sterol uptake  involved in induction of hypoxic gene expression
chr6,YFL003C,MSH4,CDS,10,"Protein involved in meiotic recombination, required for normal levels of crossing over, colocalizes with Zip2p to discrete foci on meiotic chromosomes, has homology to bacterial MutS protein"
chr12,YLR015W,BRE2,CDS,10,"Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres  involved in telomere maintenance  similar to trithorax-group protein ASH2L"
chr10,YJR041C,URB2,CDS,10,"Nucleolar protein required for normal metabolism of the rRNA primary transcript, proposed to be involved in ribosome biogenesis"
chr7,YGL111W,NSA1,CDS,10,"Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis"
chr15,YOL010W,RCL1,CDS,10,Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit  similar to RNA terminal phosphate cyclase-like proteins but RNA cyclase activity not detected
chr16,YPL207W,YPL207W,CDS,10,"Protein required for the synthesis of wybutosine, a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions"
chr4,YDR478W,SNM1,CDS,10,"Subunit of RNase MRP, which cleaves pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs  binds to the NME1 RNA subunit of RNase MRP"
chr9,YIL079C,AIR1,CDS,10,"RING finger protein that interacts with the arginine methyltransferase Hmt1p to regulate methylation of Npl3p, which modulates Npl3p function in mRNA processing and export  has similarity to Air2p"
chr12,YLR106C,MDN1,CDS,10,"Huge dynein-related AAA-type ATPase (midasin), forms extended pre-60S particle with the Rix1 complex (Rix1p-Ipi1p-Ipi3p), may mediate ATP-dependent remodeling of 60S subunits and subsequent export from nucleoplasm to cytoplasm"
chr12,YLR003C,YLR003C,CDS,10,Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit  overexpression rescues supressor mutant of mcm10  null mutant is viable
chr4,YDR412W,YDR412W,CDS,10,Component of the pre-60S pre-ribosomal particle  required for cell viability under standard (aerobic) conditions but not under anaerobic conditions
chr3,YCL002C,YCL002C,CDS,10,Putative protein of unknown function  YCL002C is not an essential gene
chr14,YNL292W,PUS4,CDS,10,"Pseudouridine synthase, catalyzes only the formation of pseudouridine-55 (Psi55), a highly conserved tRNA modification, in mitochondrial and cytoplasmic tRNAs  PUS4 overexpression leads to translational derepression of GCN4 (Gcd- phenotype)"
chr13,YMR127C,SAS2,CDS,10,"Histone acetyltransferase (HAT) catalytic subunit of the SAS complex (Sas2p-Sas4p-Sas5p), which acetylates free histones and nucleosomes and regulates transcriptional silencing  member of the MYSTacetyltransferase family"
chr10,YJL069C,UTP18,CDS,10,"Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data"
chr8,YHR094C,HXT1,CDS,10,"Low-affinity glucose transporter of the major facilitator superfamily, expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting"
chr4,YDR111C,YDR111C,CDS,10,Putative alanine transaminase (glutamic pyruvic transaminase)
chr15,YOL022C,YOL022C,CDS,10,"Cytoplasmic protein of unknown function  essential gene in S288C background, while tsr4 null mutations in a CEN.PK2 background confer a reduced growth rate"
chr8,YHR148W,IMP3,CDS,10,"Component of the SSU processome, which is required for pre-18S rRNA processing, essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA"
chr13,YMR131C,RRB1,CDS,10,Essential nuclear protein involved in early steps of ribosome biogenesis  physically interacts with the ribosomal protein Rpl3p
chr11,YKR079C,YKR079C,CDS,10,tRNA 3'-end processing endonuclease tRNase Z  also localized to mitochondria and interacts genetically with Rex2 exonuclease  homolog of the human candidate prostate cancer susceptibility gene ELAC2
chr9,YIL139C,REV7,CDS,10,"Processivity subunit of DNA polymerase zeta, which is involved in DNA repair and translesion synthesis  required for mutagenesis induced by DNA damage"
chr12,YLR287C,YLR287C,CDS,10,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YLR287C is not an essential gene
chr15,YOR078W,BUD21,CDS,10,Component of small ribosomal subunit (SSU) processosome that contains U3 snoRNA  originally isolated as bud-site selection mutant that displays a random budding pattern
chr12,YLR221C,RSA3,CDS,10,"Protein with a likely role in ribosomal maturation, required for accumulation of wild-type levels of large (60S) ribosomal subunits  binds to the helicase Dbp6p in pre-60S ribosomal particles in the nucleolus"
chr6,YFR001W,LOC1,CDS,10,Nuclear protein involved in asymmetric localization of ASH1 mRNA  binds double-stranded RNA in vitro  constituent of 66S pre-ribosomal particles
chr13,YMR116C,YMR116C,CDS,10,G-protein beta subunit and guanine nucleotide dissociation inhibitor for Gpa2p  ortholog of RACK1 that inhibits translation  core component of the small (40S) ribosomal subunit  represses Gcn4p in the absence of amino acid starvation
chr12,YLL062C,MHT1,CDS,10,"S-methylmethionine-homocysteine methyltransferase, functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio"
chr5,YER073W,ALD5,CDS,10,"Mitochondrial aldehyde dehydrogenase, involved in regulation or biosynthesis of electron transport chain components and acetate formation  activated by K+  utilizes NADP+ as the preferred coenzyme  constitutively expressed"
chr15,YOL144W,NOP8,CDS,10,Nucleolar protein required for 60S ribosomal subunit biogenesis
chr16,YPL273W,SAM4,CDS,10,"S-adenosylmethionine-homocysteine methyltransferase, functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio"
chr5,YER131W,RPS26B,CDS,10,Protein component of the small (40S) ribosomal subunit  nearly identical to Rps26Ap and has similarity to rat S26 ribosomal protein
chr3,YCR016W,YCR016W,CDS,10,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus  YCR016W is not an essential gene
chr11,YKL120W,OAC1,CDS,10,"Mitochondrial inner membrane transporter, transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate  member of the mitochondrial carrier family"
chr16,YPL239W,YAR1,CDS,10,"Cytoplasmic ankyrin-repeat containing protein of unknown function, proposed to link the processes of 40S ribosomal subunit biogenesis and adaptation to osmotic and oxidative stress  expression repressed by heat shock"
chr12,YLL035W,GRC3,CDS,10,"Protein of unknown function, required for cell growth and possibly involved in rRNA processing  mRNA is cell cycle regulated"
chr2,YBL032W,HEK2,CDS,10,"RNA binding protein involved in the asymmetric localization of ASH1 mRNA  represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation  regulates telomere position effect and length  similarity to hnRNP-K"
chr15,YOL014W,YOL014W,CDS,10,Putative protein of unknown function
chr4,YDR321W,ASP1,CDS,10,"Cytosolic L-asparaginase, involved in asparagine catabolism"
chr10,YJL148W,RPA34,CDS,10,RNA polymerase I subunit A34.5
chr10,YJL098W,SAP185,CDS,10,"Protein that forms a complex with the Sit4p protein phosphatase and is required for its function  member of a family of similar proteins including Sap4p, Sap155p, and Sap190p"
chr5,YER126C,NSA2,CDS,10,"Protein constituent of 66S pre-ribosomal particles, contributes to processing of the 27S pre-rRNA"
chr15,YOL093W,TRM10,CDS,10,"tRNA methyltransferase, methylates the N-1 position of guanosine in tRNAs"
chr13,YMR269W,YMR269W,CDS,10,Nucleolar protein of unknown function implicated in ribosome biogenesis  TMA23 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes
chr5,YEL055C,POL5,CDS,10,"DNA Polymerase phi  has sequence similarity to the human MybBP1A and weak sequence similarity to B-type DNA polymerases, not required for chromosomal DNA replication  required for the synthesis of rRNA"
chr13,YML096W,YML096W,CDS,10,Putative protein of unknown function with similarity to asparagine synthetases  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YML096W is not an essential gene and partially overlaps the verified gene RAD10
chr11,YKL172W,EBP2,CDS,10,"Essential protein required for the maturation of 25S rRNA and 60S ribosomal subunit assembly, localizes to the nucleolus  constituent of 66S pre-ribosomal particles"
chr14,YNL064C,YDJ1,CDS,10,Protein chaperone involved in regulation of the HSP90 and HSP70 functions  involved in protein translocation across membranes  member of the DnaJ family
chr5,YEL046C,GLY1,CDS,10,"Threonine aldolase, catalyzes the cleavage of L-allo-threonine and L-threonine to glycine  involved in glycine biosynthesis"
chr15,YOR243C,PUS7,CDS,10,"Pseudouridine synthase, catalyzes pseudouridylation at position 35 in U2 snRNA, position 50 in 5S rRNA, position 13 in cytoplasmic tRNAs, and position 35 in pre-tRNA(Tyr)  conserved in archaea, vertebrates, and some bacteria"
chr1,YAL019W,FUN30,CDS,10,"Protein whose overexpression affects chromosome stability, potential Cdc28p substrate  homolog of Snf2p  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr2,YBR242W,YBR242W,CDS,10,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus  YBR242W is not an essential gene
chr11,YKR060W,UTP30,CDS,10,Subunit of U3-containing 90S preribosome complex involved in production of 18S rRNA and assembly of small ribosomal subunit
chr16,YPL263C,KEL3,CDS,10,Cytoplasmic protein of unknown function
chr11,YKL074C,MUD2,CDS,10,"Protein involved in early pre-mRNA splicing  component of the pre-mRNA-U1 snRNP complex, the commitment complex  interacts with Msl5p/BBP splicing factor and Sub2p  similar to metazoan splicing factor U2AF65"
chr15,YOR342C,YOR342C,CDS,10,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus
chr12,YLL011W,SOF1,CDS,10,Essential protein required for biogenesis of 40S (small) ribosomal subunit  has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p
chr10,YJR124C,YJR124C,CDS,10,Putative protein of unknown function  expression induced under calcium shortage
chr14,YNL075W,IMP4,CDS,10,"Component of the SSU processome, which is required for pre-18S rRNA processing  interacts with Mpp10p  member of a superfamily of proteins that contain a sigma(70)-like motif and associate with RNAs"
